PROD_ID,PROD_NAME,UNIT_PRICE,PROD_CATEGORY,PROD_SUB_CATEGORY,PROD_CONTAINER,PROD_BASE_MARGIN
8204,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",12.97,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8205,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,Office Supplies,Envelopes,Small Box,0.40
8206,"Master Giant Foot® Doorstop, Safety Yellow",7.59,Furniture,Office Furnishings,Wrap Bag,0.42
8207,3285,205.99,Technology,Telephones and Communication,Small Box,0.59
8208,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",85.29,Furniture,Tables,Jumbo Drum,0.56
8209,Canon MP41DH Printing Calculator,150.98,Technology,Office Machines,Medium Box,0.38
8210,Computer Printout Paper with Letter-Trim Perforations,18.97,Office Supplies,Paper,Small Box,0.37
8211,Xerox 1933,12.28,Office Supplies,Paper,Small Box,0.38
8212,Hunt Boston® Vacuum Mount KS Pencil Sharpener,34.99,Office Supplies,Pens & Art Supplies,Small Box,0.59
8213,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Furniture,Bookcases,Jumbo Box,0.62
8214,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",8.69,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8215,"Seth Thomas 12"" Clock w/ Goldtone Case",22.98,Furniture,Office Furnishings,Small Box,0.51
8216,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,Furniture,Bookcases,Jumbo Box,0.77
8217,Phone 918,205.99,Technology,Telephones and Communication,Small Box,0.59
8218,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",8.69,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8219,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",8.33,Technology,Computer Peripherals,Small Pack,0.52
8220,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,3.75,Office Supplies,Labels,Small Box,0.37
8221,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,Furniture,Office Furnishings,Small Pack,0.47
8222,Lexmark Z25 Color Inkjet Printer,80.97,Technology,Office Machines,Jumbo Drum,0.37
8223,Southworth 25% Cotton Linen-Finish Paper & Envelopes,9.06,Office Supplies,Paper,Small Box,0.40
8224,Avery 501,3.69,Office Supplies,Labels,Small Box,0.38
8225,Xerox 199,4.28,Office Supplies,Paper,Small Box,0.40
8226,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,Furniture,Tables,Jumbo Drum,0.37
8227,Microsoft Multimedia Keyboard,30.97,Technology,Computer Peripherals,Small Box,0.74
8228,Eldon Wave Desk Accessories,5.89,Furniture,Office Furnishings,Small Box,0.41
8229,Bevis 36 x 72 Conference Tables,124.49,Furniture,Tables,Jumbo Box,0.63
8230,"Micro Innovations Micro 3000 Keyboard, Black",26.31,Technology,Computer Peripherals,Small Box,0.75
8231,Avery 484,2.88,Office Supplies,Labels,Small Box,0.36
8232,Xerox 1952,4.98,Office Supplies,Paper,Small Box,0.38
8233,Staples Metal Binder Clips,2.62,Office Supplies,Rubber Bands,Wrap Bag,0.39
8234,Rogers® Profile Extra Capacity Storage Tub,16.74,Office Supplies,Storage & Organization,Small Box,0.81
8235,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",8.33,Technology,Computer Peripherals,Small Pack,0.52
8236,Telescoping Adjustable Floor Lamp,19.99,Furniture,Office Furnishings,Large Box,0.60
8237,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",28.15,Office Supplies,Pens & Art Supplies,Small Pack,0.57
8238,Xerox 1922,4.98,Office Supplies,Paper,Small Box,0.36
8239,StarTAC Series,65.99,Technology,Telephones and Communication,Small Box,0.55
8240,Eureka The Boss® Cordless Rechargeable Stick Vac,50.98,Office Supplies,Appliances,Small Box,0.58
8241,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",110.98,Furniture,Office Furnishings,Medium Box,0.69
8242,Xerox 1961,4.98,Office Supplies,Paper,Small Box,0.38
8243,Colored Push Pins,1.81,Office Supplies,Rubber Bands,Wrap Bag,0.49
8244,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.56,Office Supplies,Paper,Wrap Bag,0.38
8245,TI 30X Scientific Calculator,11.99,Technology,Office Machines,Medium Box,0.36
8246,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27,Office Supplies,Storage & Organization,Large Box,0.85
8247,Accessory15,20.99,Technology,Telephones and Communication,Small Pack,0.83
8248,Belkin 105-Key Black Keyboard,19.98,Technology,Computer Peripherals,Small Box,0.68
8249,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,Office Supplies,Storage & Organization,Small Box,0.57
8250,Polycom ViewStation™ ISDN Videoconferencing Unit,6783.02,Technology,Office Machines,Large Box,0.39
8251,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,Office Supplies,Paper,Wrap Bag,0.38
8252,Xerox 1968,6.68,Office Supplies,Paper,Small Box,0.37
8253,Xerox 1978,5.78,Office Supplies,Paper,Small Box,0.36
8254,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,Office Supplies,Appliances,Jumbo Drum,0.41
8255,"Iris® 3-Drawer Stacking Bin, Black",20.89,Office Supplies,Storage & Organization,Small Box,0.83
8256,Barrel Sharpener,3.57,Office Supplies,Pens & Art Supplies,Small Pack,0.59
8257,Xerox 1937,48.04,Office Supplies,Paper,Small Box,0.37
8258,12 Colored Short Pencils,2.6,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
8259,Xerox 1898,6.68,Office Supplies,Paper,Small Box,0.37
8260,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",85.29,Furniture,Tables,Jumbo Drum,0.56
8261,Boston 1799 Powerhouse™ Electric Pencil Sharpener,25.98,Office Supplies,Pens & Art Supplies,Small Pack,0.57
8262,Office Star Flex Back Scooter Chair with White Frame,110.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.71
8263,"Quartet Alpha® White Chalk, 12/Pack",2.21,Office Supplies,Pens & Art Supplies,Wrap Bag,0.38
8264,Economy Rollaway Files,165.2,Office Supplies,Storage & Organization,Small Box,0.59
8265,Avery Binder Labels,3.89,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8266,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,355.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.64
8267,"Tenex Personal Project File with Scoop Front Design, Black",13.48,Office Supplies,Storage & Organization,Small Box,0.59
8268,Eldon® Wave Desk Accessories,2.08,Furniture,Office Furnishings,Small Box,0.43
8269,Zoom V.92 USB External Faxmodem,49.99,Technology,Computer Peripherals,Small Box,0.41
8270,Unpadded Memo Slips,3.98,Office Supplies,Paper,Wrap Bag,0.35
8271,Xerox 1936,19.98,Office Supplies,Paper,Small Box,0.38
8272,Epson LQ-570e Dot Matrix Printer,270.97,Technology,Office Machines,Jumbo Drum,0.56
8273,Newell 343,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
8274,Avery White Multi-Purpose Labels,4.98,Office Supplies,Labels,Small Box,0.39
8275,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",140.85,Office Supplies,Storage & Organization,Small Box,0.73
8276,Staples Brown Kraft Recycled Clasp Envelopes,5.58,Office Supplies,Envelopes,Small Box,0.35
8277,Rubber Band Ball,3.74,Office Supplies,Rubber Bands,Wrap Bag,0.83
8278,Xerox 1950,5.78,Office Supplies,Paper,Small Box,0.36
8279,Avery 52,3.69,Office Supplies,Labels,Small Box,0.38
8280,GBC DocuBind TL300 Electric Binding System,896.99,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8281,Gyration Ultra Cordless Optical Suite,100.97,Technology,Computer Peripherals,Small Box,0.46
8282,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,Office Supplies,Appliances,Jumbo Drum,0.41
8283,Avery 520,3.15,Office Supplies,Labels,Small Box,0.37
8284,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",4.2,Office Supplies,Paper,Wrap Bag,0.36
8285,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8.04,Office Supplies,Binders and Binder Accessories,Small Box,0.40
8286,Xerox 1937,48.04,Office Supplies,Paper,Small Box,0.37
8287,"Bevis Round Conference Table Top, X-Base",179.29,Furniture,Tables,Jumbo Box,0.74
8288,KI Conference Tables,70.89,Furniture,Tables,Jumbo Box,0.69
8289,"Carina Mini System Audio Rack, Model AR050B",110.98,Office Supplies,Storage & Organization,Large Box,0.82
8290,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,7.84,Office Supplies,Binders and Binder Accessories,Small Box,0.35
8291,Storex Dura Pro™ Binders,5.94,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8292,270c,125.99,Technology,Telephones and Communication,Small Box,0.59
8293,Xerox 1891,48.91,Office Supplies,Paper,Small Box,0.38
8294,Tennsco Regal Shelving Units,101.41,Office Supplies,Storage & Organization,Large Box,0.82
8295,Safco Contoured Stacking Chairs,238.4,Furniture,Chairs & Chairmats,Large Box,0.38
8296,Accessory8,85.99,Technology,Telephones and Communication,Small Pack,0.39
8297,T39m,155.99,Technology,Telephones and Communication,Small Box,0.55
8298,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",9.11,Office Supplies,Paper,Wrap Bag,0.40
8299,Accessory36,55.99,Technology,Telephones and Communication,Small Pack,0.83
8300,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,Furniture,Office Furnishings,Small Box,0.44
8301,Southworth 25% Cotton Premium Laser Paper and Envelopes,19.98,Office Supplies,Paper,Small Box,0.37
8302,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",8.46,Technology,Computer Peripherals,Small Pack,0.61
8303,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,Office Supplies,Appliances,Jumbo Drum,0.57
8304,8290,125.99,Technology,Telephones and Communication,Small Box,0.60
8305,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",5.98,Technology,Computer Peripherals,Small Pack,0.75
8306,Southworth 25% Cotton Linen-Finish Paper & Envelopes,9.06,Office Supplies,Paper,Small Box,0.40
8307,"GBC Laser Imprintable Binding System Covers, Desert Sand",14.27,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8308,Avery 508,4.91,Office Supplies,Labels,Small Box,0.36
8309,Accessory34,85.99,Technology,Telephones and Communication,Wrap Bag,0.55
8310,Xerox 1881,12.28,Office Supplies,Paper,Small Box,0.38
8311,6120,65.99,Technology,Telephones and Communication,Small Box,0.58
8312,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,115.99,Technology,Office Machines,Jumbo Drum,0.40
8313,Fellowes Neat Ideas® Storage Cubes,32.48,Office Supplies,Storage & Organization,Large Box,0.81
8314,"Lesro Round Back Collection Coffee Table, End Table",182.55,Furniture,Tables,Large Box,0.72
8315,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,123.38,Office Supplies,Appliances,Large Box,0.46
8316,Avery Printable Repositionable Plastic Tabs,8.6,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8317,DPC 650 Piper,115.99,Technology,Telephones and Communication,Small Box,0.58
8318,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,Furniture,Tables,Jumbo Box,0.77
8319,Bush Advantage Collection® Round Conference Table,212.6,Furniture,Tables,Jumbo Box,0.73
8320,Accessory36,55.99,Technology,Telephones and Communication,Small Pack,0.83
8321,Staples Battery-Operated Desktop Pencil Sharpener,10.48,Office Supplies,Pens & Art Supplies,Small Pack,0.60
8322,Westinghouse Clip-On Gooseneck Lamps,8.37,Furniture,Office Furnishings,Large Box,0.59
8323,Avery 507,2.88,Office Supplies,Labels,Small Box,0.39
8324,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,Furniture,Tables,Jumbo Box,0.71
8325,Canon PC1060 Personal Laser Copier,699.99,Technology,Copiers and Fax,Large Box,0.41
8326,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",40.98,Technology,Computer Peripherals,Small Pack,0.44
8327,"Wilson Jones 1"" Hanging DublLock® Ring Binders",5.28,Office Supplies,Binders and Binder Accessories,Small Box,0.37
8328,Panasonic KX-P3626 Dot Matrix Printer,517.48,Technology,Office Machines,Jumbo Box,0.59
8329,O'Sullivan 3-Shelf Heavy-Duty Bookcases,58.14,Furniture,Bookcases,Jumbo Box,0.61
8330,"Global Stack Chair without Arms, Black",25.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
8331,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",2.28,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
8332,GBC Standard Plastic Binding Systems Combs,8.85,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8333,Staples Plastic Wall Frames,7.96,Furniture,Office Furnishings,Small Box,0.41
8334,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,39.06,Furniture,Chairs & Chairmats,Jumbo Drum,0.61
8335,Staples SlimLine Pencil Sharpener,11.97,Office Supplies,Pens & Art Supplies,Small Pack,0.60
8336,"Sony IBM Color Diskettes, 25/Pack",0.99,Technology,Computer Peripherals,Small Pack,0.61
8337,ACCOHIDE® Binder by Acco,4.13,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8338,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,Furniture,Office Furnishings,Small Box,0.57
8339,U.S. Robotics 56K Internet Call Modem,99.99,Technology,Computer Peripherals,Small Box,0.50
8340,Stockwell Push Pins,2.18,Office Supplies,Rubber Bands,Wrap Bag,0.52
8341,M3682,125.99,Technology,Telephones and Communication,Small Box,0.57
8342,"Hon Metal Bookcases, Putty",6.48,Furniture,Bookcases,Jumbo Box,0.56
8343,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,3.29,Furniture,Chairs & Chairmats,Jumbo Drum,0.55
8344,6120,65.99,Technology,Telephones and Communication,Small Box,0.58
8345,Avery 492,2.88,Office Supplies,Labels,Small Box,0.39
8346,Newell 343,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
8347,GBC Standard Therm-A-Bind Covers,24.92,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8348,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,Furniture,Bookcases,Jumbo Box,0.75
8349,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",14.45,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8350,Avery 481,3.08,Office Supplies,Labels,Small Box,0.37
8351,StarTAC Series,65.99,Technology,Telephones and Communication,Small Box,0.55
8352,Advantus Map Pennant Flags and Round Head Tacks,3.95,Office Supplies,Rubber Bands,Wrap Bag,0.53
8353,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,64.98,Office Supplies,Storage & Organization,Small Box,0.73
8354,Wilson Jones Turn Tabs Binder Tool for Ring Binders,4.82,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8355,Aluminum Document Frame,12.22,Furniture,Office Furnishings,Small Pack,0.55
8356,Xerox 1940,54.96,Office Supplies,Paper,Small Box,0.36
8357,Xerox 217,6.48,Office Supplies,Paper,Small Box,0.37
8358,Global Deluxe Office Fabric Chairs,95.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.58
8359,5170,65.99,Technology,Telephones and Communication,Small Box,0.59
8360,Aluminum Document Frame,12.22,Furniture,Office Furnishings,Small Pack,0.55
8361,Bush Advantage Collection® Round Conference Table,212.6,Furniture,Tables,Jumbo Box,0.64
8362,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,78.69,Furniture,Office Furnishings,Small Box,0.43
8363,Ibico EB-19 Dual Function Manual Binding System,172.99,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8364,T193,65.99,Technology,Telephones and Communication,Small Box,0.57
8365,Newell 315,5.98,Office Supplies,Pens & Art Supplies,Wrap Bag,0.60
8366,Accessory25,20.99,Technology,Telephones and Communication,Wrap Bag,0.57
8367,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.78
8368,Xerox 1904,6.48,Office Supplies,Paper,Small Box,0.36
8369,"Sanford Colorific Colored Pencils, 12/Box",2.88,Office Supplies,Pens & Art Supplies,Wrap Bag,0.55
8370,Recycled Eldon Regeneration Jumbo File,12.28,Office Supplies,Storage & Organization,Small Box,0.57
8371,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,Furniture,Tables,Jumbo Drum,0.78
8372,Advantus Map Pennant Flags and Round Head Tacks,3.95,Office Supplies,Rubber Bands,Wrap Bag,0.53
8373,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,180.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.69
8374,GBC DocuBind TL200 Manual Binding Machine,223.98,Office Supplies,Binders and Binder Accessories,Small Box,0.38
8375,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3.81,Office Supplies,Binders and Binder Accessories,Small Box,0.36
8376,Adesso Programmable 142-Key Keyboard,152.48,Technology,Computer Peripherals,Small Box,0.74
8377,Staples Copy Paper (20Lb. and 84 Bright),4.98,Office Supplies,Paper,Small Box,0.38
8378,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",10.98,Office Supplies,Envelopes,Small Box,0.36
8379,Canon S750 Color Inkjet Printer,120.97,Technology,Office Machines,Jumbo Drum,0.38
8380,Boston 1730 StandUp Electric Pencil Sharpener,21.38,Office Supplies,Pens & Art Supplies,Small Pack,0.59
8381,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",29.14,Office Supplies,Paper,Wrap Bag,0.38
8382,"Iris® 3-Drawer Stacking Bin, Black",20.89,Office Supplies,Storage & Organization,Small Box,0.83
8383,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,Office Supplies,Paper,Wrap Bag,0.36
8384,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,Furniture,Tables,Jumbo Box,0.72
8385,Fellowes Recycled Storage Drawers,111.03,Office Supplies,Storage & Organization,Small Box,0.78
8386,Imation DVD-RAM discs,35.41,Technology,Computer Peripherals,Small Pack,0.43
8387,"SAFCO Mobile Desk Side File, Wire Frame",42.76,Office Supplies,Storage & Organization,Small Box,0.36
8388,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,320.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.57
8389,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,Furniture,Office Furnishings,Small Pack,0.44
8390,Belkin 8 Outlet Surge Protector,40.98,Office Supplies,Appliances,Small Box,0.57
8391,"Executive Impressions 14"" Contract Wall Clock",22.23,Furniture,Office Furnishings,Small Pack,0.52
8392,Gyration Ultra Professional Cordless Optical Suite,300.97,Technology,Computer Peripherals,Small Box,0.48
8393,Staples #10 Colored Envelopes,7.78,Office Supplies,Envelopes,Small Box,0.38
8394,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
8395,Binder Posts,5.74,Office Supplies,Binders and Binder Accessories,Small Box,0.39
8396,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,Technology,Office Machines,Jumbo Box,0.39
8397,Acme® Box Cutter Scissors,10.23,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
8398,"Fellowes Basic 104-Key Keyboard, Platinum",20.95,Technology,Computer Peripherals,Small Box,0.60
8399,Kensington 6 Outlet Guardian Standard Surge Protector,20.48,Office Supplies,Appliances,Small Box,0.58
8400,Lexmark Z54se Color Inkjet Printer,90.97,Technology,Office Machines,Jumbo Drum,0.36
8401,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",217.85,Furniture,Tables,Jumbo Box,0.68
