Sales,State or Province,City
5822.62,Florida,Coconut Creek
109.39,Florida,Coconut Creek
114.81,Maine,Sanford
25.61,Illinois,Bolingbrook
768.44,Illinois,Bolingbrook
242.18,North Carolina,Greensboro
24.15,North Carolina,Greenville
768.87,Texas,Corpus Christi
277.07,Ohio,Dayton
921.35,Ohio,Delaware
45.52,New York,Ithaca
67.55,Wisconsin,Muskego
819.4,Kansas,Hays
1809.75,Kansas,Hays
241.19,Kansas,Hays
52.43,Missouri,Creve Coeur
29.92,California,Rancho Cucamonga
4911.57,California,Rancho Cucamonga
137.86,Michigan,Garden City
112.29,Arkansas,West Memphis
485.01,Missouri,Raytown
1276.88,Illinois,Moline
45.46,Florida,Palm Beach Gardens
83.66,California,Palo Alto
1050.12,Indiana,Kokomo
588.5,Indiana,Kokomo
328.5,Florida,Riverview
926.3,Virginia,Charlottesville
942.53,Virginia,Charlottesville
1855.99,Oklahoma,Bartlesville
45.4,Florida,Miami
368.85,Florida,Port Orange
2584.53,Georgia,Hinesville
324.23,Florida,Coral Gables
370.35,Montana,Butte
1640.59,Massachusetts,Revere
879.21,Minnesota,Saint Louis Park
29.48,Virginia,Lynchburg
53.48,Virginia,Lynchburg
284.39,Georgia,Newnan
1373.99,Iowa,Waterloo
133.53,South Carolina,Aiken
41.49,South Carolina,Aiken
802.21,Nebraska,Bellevue
24.48,Nebraska,Bellevue
211.52,Oregon,Keizer
769.09,Oregon,Lake Oswego
2944.38,Missouri,Webster Groves
349.68,Illinois,Normal
186.53,Texas,Texas City
410.64,Maryland,Bethesda
62.27,Washington,Kennewick
1003.31,Washington,Kennewick
8.74,Utah,West Jordan
1452.18,Virginia,Rose Hill
13685.53,Virginia,Rose Hill
87.85,California,Davis
7429.63,California,Davis
224.29,California,Davis
51.2,California,Davis
157.73,Virginia,Tysons Corner
30.01,Virginia,Tysons Corner
3782.29,Virginia,Tysons Corner
1428.51,Ohio,Fairfield
300.11,Illinois,Freeport
152.26,New York,Scarsdale
2505.22,New York,Scarsdale
2365.75,Oklahoma,Broken Arrow
129.88,New York,Albany
2055.7,Virginia,Richmond
4521.61,Washington,Everett
47.09,Washington,Everett
28.46,Illinois,Batavia
222.82,North Carolina,Eden
7.52,North Carolina,Eden
45.35,Oklahoma,Stillwater
632.01,New Hampshire,Rochester
159.68,Indiana,Frankfort
243.86,Arizona,Prescott Valley
2262.76,Florida,Kissimmee
87.03,Washington,Tacoma
68.66,Iowa,Newton
197.59,Iowa,Newton
33.04,Iowa,Newton
2921.58,Georgia,Statesboro
545.1,Colorado,Pueblo
76.95,Colorado,Pueblo
414.91,Texas,Hurst
163.49,Utah,Kearns
518.77,Indiana,Indianapolis
471.21,Indiana,Indianapolis
78.53,Georgia,Tucker
71.3,Texas,Texas City
2872.12,Texas,Texas City
226.08,Texas,Texas City
168.55,Oregon,Coos Bay
2503.4,Oklahoma,Oklahoma City
2966.86,Illinois,Peoria
517.2,Ohio,North Royalton
247.13,Michigan,Roseville
20.69,Missouri,Springfield
1357.66,Missouri,University City
195.56,California,Fairfield
230.45,California,Fairfield
34.09,California,Eureka
204.02,Arizona,Prescott Valley
2839.28,Ohio,Springfield
22.57,New York,Brooklyn
1256.66,Arizona,Mesa
91.61,Arizona,Mesa
134.83,New York,North Tonawanda
43.2,Arkansas,Van Buren
1882.27,California,Eureka
824.16,Minnesota,Fridley
45.85,Florida,Palm Bay
358.93,Florida,Palm Beach Gardens
30.86,Florida,Palm Beach Gardens
16.43,New Jersey,Elmwood Park
443.44,New Jersey,Ocean City
3108.98,Kansas,Overland Park
873.56,Iowa,Dubuque
591.58,Iowa,Dubuque
1170.19,Indiana,Columbus
407.8,Maine,Bangor
100.04,Texas,Port Arthur
61.1,Connecticut,New Milford
70.72,Ohio,Springfield
313.17,Ohio,Springfield
262.89,Ohio,Springfield
145.83,Illinois,Palatine
299.57,California,Chula Vista
567.62,Virginia,Chesapeake
1424.62,Virginia,Dale City
1394.72,Idaho,Eagle
156.03,North Carolina,Greenville
7.72,Virginia,Charlottesville
45.12,Virginia,Charlottesville
13582.93,Massachusetts,South Hadley
123.36,Ohio,Lakewood
135.43,Ohio,Lakewood
8.83,Massachusetts,South Hadley
1283.98,Ohio,Kent
1011.56,New Mexico,Albuquerque
439.17,South Carolina,Summerville
164.67,South Carolina,Summerville
72.74,South Carolina,Summerville
418.75,South Carolina,Summerville
1433.08,California,Modesto
10.54,New Mexico,Roswell
129.12,New Mexico,Santa Fe
2048.74,Idaho,Twin Falls
1441.35,Idaho,Twin Falls
321.52,Idaho,Eagle
168.12,Tennessee,Franklin
83.78,Florida,Kissimmee
362.98,Minnesota,Minneapolis
1183.89,Minnesota,Plymouth
123.43,Minnesota,Plymouth
19.4,Mississippi,Gulfport
21.73,Missouri,Kirkwood
5055.87,Missouri,Kirkwood
383.44,California,Beverly Hills
100.4,Minnesota,Plymouth
2083.78,Minnesota,Plymouth
229.4,Florida,Deland
30.08,Texas,Plainview
20.66,Texas,Plainview
30.87,Washington,Olympia
17.79,Washington,Olympia
165.44,South Carolina,Charleston
239.59,Indiana,Indianapolis
167.15,Michigan,Jackson
14.17,New York,Ithaca
231.62,New York,Ithaca
554.24,Virginia,Newport News
1269.37,California,Oakland
6.54,California,Oakland
10.6,California,Oakland
92.34,California,Pacifica
246.78,Michigan,Dearborn
680.78,Oklahoma,Oklahoma City
86.82,Oklahoma,Oklahoma City
300.2,Michigan,Inkster
1240.6,Michigan,Inkster
21366.51,Oregon,Gresham
272.98,Oregon,Hillsboro
73.81,Oregon,Hillsboro
62.59,Oregon,Keizer
155.73,North Carolina,Indian Trail
146.5,North Carolina,Indian Trail
22.85,New Hampshire,Concord
874.54,Utah,Roy
18.95,Utah,Roy
64.96,Indiana,Indianapolis
1066.64,Indiana,Indianapolis
218.11,Texas,Sulphur Springs
2575.93,Iowa,Sioux City
52.49,Ohio,Akron
479.03,Ohio,Akron
7.38,Ohio,Austintown
5086.08,Ohio,Austintown
43.49,New Hampshire,Manchester
9.23,Maryland,College Park
627.95,Kansas,Hays
52.61,Kansas,Hays
188.04,Florida,Pensacola
4543.88,Florida,Pine Hills
21.57,Florida,Pine Hills
52.84,Florida,Pine Hills
1445.24,Florida,Pine Hills
118.53,Tennessee,Oak Ridge
38.02,Ohio,Delaware
88.22,Colorado,Durango
4.04,Nebraska,Columbus
866.49,Minnesota,Eden Prairie
402.42,Minnesota,Eden Prairie
568.06,Louisiana,Metairie
8.74,Louisiana,Metairie
54.9,Louisiana,Metairie
115.36,Missouri,Oakville
547.08,Vermont,Colchester
1687.66,Maine,Gorham
3053.38,New Jersey,Toms River
748.55,Texas,Plainview
48.24,Minnesota,Cottage Grove
79.93,Colorado,Grand Junction
873.18,Colorado,Grand Junction
54.22,Idaho,Rexburg
323.33,Idaho,Rexburg
658.18,Washington,Kennewick
221.59,Washington,Kennewick
1132.94,Washington,Kent
100.87,Virginia,Richmond
47.53,Florida,Saint Cloud
691.16,Iowa,Coralville
452.58,Iowa,Coralville
103.17,Colorado,Lakewood
2977.73,Texas,Mesquite
201.33,Illinois,Elk Grove Village
35.73,Missouri,University City
30.87,New York,Deer Park
45.24,New York,Dix Hills
35.01,New York,Dix Hills
1503.05,Idaho,Coeur D Alene
98.49,California,Palm Springs
851.73,California,Palm Springs
171.71,Illinois,Arlington Heights
646.02,Illinois,Rockford
1940.95,Illinois,Romeoville
387.11,Tennessee,Kingsport
11.59,Tennessee,Kingsport
532.39,Minnesota,Cottage Grove
905.4,Arizona,Prescott Valley
513.87,California,Santa Maria
46.67,California,Santa Maria
151.08,Vermont,Burlington
143.15,Maine,Lewiston
16.45,Ohio,Cincinnati
2723.95,Ohio,Cleveland
18712.97,Kansas,Hays
1003.19,New York,Hicksville
47.4,Georgia,Columbus
6793.17,Georgia,Columbus
347.86,Georgia,Dalton
129.86,Georgia,Dalton
30.47,Florida,Miami
117.3,Missouri,Overland
12.74,Missouri,Overland
213.7,Texas,Beaumont
52.14,Texas,Lake Jackson
11.06,Colorado,Louisville
34.1,Indiana,Columbus
758.18,Indiana,Columbus
1032.36,Texas,Friendswood
6.24,Florida,Davie
210.5,Florida,Davie
220.98,Texas,Beaumont
132.1,Texas,Bedford
486.63,Ohio,Kent
17.89,Illinois,Gurnee
35.02,Illinois,Gurnee
294.21,Maryland,Silver Spring
775.67,Maryland,Silver Spring
126.47,Massachusetts,Clinton
3.85,California,Lawndale
164.1,California,Lawndale
47.97,North Carolina,Rocky Mount
188.52,North Carolina,Rocky Mount
24.27,Oregon,Gresham
39.33,Minnesota,Shoreview
440.7,Minnesota,Shoreview
58.5,Arizona,El Mirage
1396.96,Washington,Redmond
1129.39,Texas,Sherman
12.77,Florida,Port Orange
2931.79,Arizona,Oro Valley
668.1,Iowa,Clinton
324.01,New York,Commack
472.52,New York,Commack
131.79,Maryland,Edgewood
35.33,Maryland,Edgewood
1057.4,California,Oceanside
7.79,Oregon,West Linn
60.42,Nevada,North Las Vegas
527.24,Illinois,Schaumburg
11066.44,Illinois,Schaumburg
5.7,Oklahoma,Midwest City
378.56,Pennsylvania,Erie
1783.06,South Dakota,Aberdeen
66.85,Kansas,Pittsburg
1998.1,Wisconsin,Menomonee Falls
16.94,Wisconsin,Milwaukee
243.11,Nevada,Carson City
233.58,Illinois,Mount Prospect
317.1,Alabama,Enterprise
506.39,Texas,Round Rock
439.92,Texas,Round Rock
16.6,West Virginia,Wheeling
2285.41,West Virginia,Wheeling
1859.64,Kentucky,Florence
495.54,California,Visalia
315.85,California,Visalia
3076.1,California,Foster City
304.09,New York,Valley Stream
242.34,Indiana,Indianapolis
191.26,Indiana,Indianapolis
3188.18,New York,Dix Hills
43.79,Minnesota,Lino Lakes
12.47,Ohio,Findlay
67.89,Ohio,Findlay
1389.37,Wisconsin,Milwaukee
50.63,Wisconsin,Neenah
42.25,Washington,Edmonds
40.13,New York,Binghamton
287.45,Alabama,Selma
1803.62,Idaho,Boise
347.95,Idaho,Boise
183.55,California,Palo Alto
72.87,California,Palo Alto
41.03,Florida,Jupiter
6.8,Ohio,Steubenville
33.61,North Carolina,Indian Trail
34.16,North Carolina,Indian Trail
323.26,Florida,Oakland Park
417.11,Georgia,Woodstock
330.15,Texas,Haltom City
887.43,Texas,Harker Heights
305.65,Texas,Harker Heights
17.55,Texas,Round Rock
207.91,Texas,Rowlett
413.66,Mississippi,Gulfport
730.38,Washington,Everett
6.6,Washington,Federal Way
10.13,Colorado,Westminster
26.31,Colorado,Westminster
489.72,Tennessee,Lebanon
37.6,North Carolina,Greenville
367.64,Wyoming,Gillette
94.62,Virginia,Colonial Heights
368.39,Virginia,Colonial Heights
97.85,Texas,Coppell
107.61,Kansas,Manhattan
1734.55,Arizona,Glendale
12.04,Wisconsin,Wausau
298.28,Ohio,Warren
572.19,Illinois,Oak Forest
158.91,Ohio,Austintown
1669.05,New Hampshire,Manchester
7.54,Oregon,Springfield
278.06,Oregon,Tigard
894.88,Mississippi,Gulfport
36.33,Minnesota,Red Wing
28.22,Utah,Logan
21.45,Texas,Plainview
859.22,Texas,Plainview
4088.37,Pennsylvania,Plum
84.72,Pennsylvania,Plum
6381.62,Pennsylvania,Plum
925.19,Utah,Kearns
37.93,Montana,Kalispell
195.76,Illinois,Hoffman Estates
14.19,Illinois,Hoffman Estates
13.41,Illinois,Hoffman Estates
23.4,Illinois,Hoffman Estates
119.86,Ohio,Grove City
190.53,Ohio,Grove City
926.8,Ohio,Grove City
1585.75,Ohio,Grove City
8.74,Oklahoma,Midwest City
105.23,Michigan,Garden City
32.25,Maine,Sanford
1433.95,Illinois,Elk Grove Village
8.35,Oklahoma,Moore
8.72,Texas,Channelview
87.96,Texas,Channelview
12.75,Texas,Channelview
62.38,Oklahoma,Stillwater
735.39,Oklahoma,Stillwater
48.89,Michigan,Dearborn Heights
83.01,Washington,Redmond
592.01,Idaho,Coeur D Alene
68.72,Kentucky,Paducah
431.11,California,Pacifica
184.77,California,Inglewood
9.65,California,Inglewood
9.1,Arizona,Phoenix
138.19,Massachusetts,Newton
757.32,Ohio,Beavercreek
1019.04,Ohio,Beavercreek
512.96,New York,Binghamton
37.16,Missouri,Clayton
43.65,Missouri,Clayton
41.48,Missouri,Clayton
257.92,Tennessee,Bartlett
47.73,Illinois,Urbana
564.74,New York,Dix Hills
103.4,Colorado,Arvada
134.09,Iowa,Marion
265.03,Iowa,Marion
114.01,Kansas,Hays
104.62,Minnesota,Rochester
10.86,Virginia,Virginia Beach
6.65,New York,Schenectady
1038.45,New York,West Islip
2400.95,Texas,Corsicana
3519,Texas,Lake Jackson
12.54,California,Modesto
347.65,Texas,Lewisville
2560.55,Texas,Waco
38.67,Texas,Waco
1212.69,Nebraska,Papillion
1043.54,Nebraska,Papillion
45.49,California,Atascadero
2870.26,Ohio,Cleveland
2642.48,Louisiana,New Orleans
5016.43,Georgia,Savannah
422.08,Georgia,Savannah
824.77,Georgia,Savannah
132.66,California,San Francisco
40.69,South Dakota,Aberdeen
2538.68,South Dakota,Aberdeen
292.18,Indiana,East Chicago
560.82,New York,West Islip
1357.19,Florida,Apopka
197.35,Pennsylvania,Altoona
717.71,Oregon,Klamath Falls
6.49,Oregon,Klamath Falls
74.4,Oregon,Klamath Falls
52.98,Pennsylvania,York
38.66,Pennsylvania,York
171.93,Ohio,Toledo
35.19,Ohio,Toledo
32.89,Ohio,Toledo
3096.12,Ohio,Toledo
973.14,Indiana,West Lafayette
2720.64,Indiana,West Lafayette
438.22,Indiana,West Lafayette
1439.73,Indiana,West Lafayette
989.74,Indiana,West Lafayette
287.99,Indiana,West Lafayette
46.86,Indiana,West Lafayette
58.8,Illinois,Orland Park
120.47,Illinois,Orland Park
379.9,Iowa,West Des Moines
609.24,Iowa,West Des Moines
1636.9,Florida,Coconut Creek
56.68,California,Hesperia
64.97,Iowa,Dubuque
31.24,Nevada,Reno
167.42,Wisconsin,Neenah
20.85,Minnesota,Mankato
266.57,Alabama,Florence
3835.19,Alabama,Florence
74.31,Alabama,Florence
37.79,California,Dublin
112.77,Texas,Fort Worth
37.45,Minnesota,Oakdale
150.33,Minnesota,Oakdale
21.83,New York,Dix Hills
98.14,Ohio,Marion
2618.71,Ohio,Marion
252.92,Ohio,Mason
22.13,Texas,Pearland
702.24,Indiana,Kokomo
723.5,South Dakota,Aberdeen
90.9,New York,Scarsdale
53.49,California,La Quinta
1703.21,Ohio,Marion
549.42,Oregon,Beaverton
72.77,Ohio,Garfield Heights
959.07,Ohio,Garfield Heights
311.86,Illinois,Schaumburg
559.43,Utah,Draper
1216.52,Utah,Draper
457.24,Iowa,Ames
2885.36,Iowa,Ottumwa
140.7,Minnesota,Lino Lakes
1188.63,Alabama,Mobile
1009.93,Alabama,Mobile
719.86,Alabama,Mobile
205.98,Michigan,Southgate
968.38,Michigan,Southgate
1779.09,Michigan,Southgate
3772.71,Tennessee,Lebanon
120.36,Arizona,El Mirage
76.91,Michigan,Bay City
1547.44,Minnesota,Burnsville
869.24,Florida,Altamonte Springs
90.21,North Dakota,Bismarck
3876.3,Illinois,Peoria
1451.37,Washington,Anacortes
185.31,New York,Harrison
75.51,New York,Harrison
144.21,Wisconsin,Oshkosh
1578.9,Utah,Layton
63.48,Utah,Layton
228.27,Maine,Bangor
1491.45,New Jersey,Perth Amboy
1370.99,Pennsylvania,Plum
28.75,Kansas,Dodge City
810.12,Illinois,Carbondale
53.51,New Mexico,Albuquerque
2641.14,California,Yucaipa
33.3,Indiana,Frankfort
55.6,Indiana,Frankfort
2875.28,Utah,Tooele
92.8,Iowa,Coralville
31.89,Iowa,Coralville
18.6,Oklahoma,Midwest City
41.58,Virginia,Harrisonburg
838.18,Minnesota,Roseville
105.88,Pennsylvania,West Mifflin
34.27,Pennsylvania,West Mifflin
1057.62,Mississippi,Gulfport
120.18,Missouri,Independence
44.52,Missouri,Independence
488.88,California,Laguna Hills
869.6,Pennsylvania,Easton
693.43,Texas,Huntsville
25.31,Texas,Huntsville
348.33,Ohio,Cleveland Heights
1927.8,Idaho,Caldwell
160.61,California,Yucaipa
453.62,Pennsylvania,West Mifflin
16.66,Texas,Sherman
1424.75,Illinois,Calumet City
180.14,Illinois,Peoria
3438.91,Wyoming,Gillette
152.35,Michigan,Dearborn Heights
64.94,New Mexico,Albuquerque
1099.94,New Mexico,Albuquerque
53.2,Colorado,Durango
247.57,California,Vacaville
1001.91,Texas,Rowlett
700.58,Texas,Rowlett
1277.49,Idaho,Boise
5.24,Idaho,Boise
195.59,New York,Cohoes
69.59,New York,Cohoes
1446.42,New York,Cohoes
107.51,Ohio,North Olmsted
1216.78,Maryland,Reisterstown
28.76,Florida,Sunrise
33.89,Florida,Tallahassee
335.01,Texas,Bryan
3523.6,Pennsylvania,Radnor
332.16,Florida,Tallahassee
147.62,Florida,Tallahassee
305.14,Indiana,New Castle
103.37,Florida,Dunedin
40.22,Florida,Dunedin
224.24,California,Westminster
68.47,California,Westminster
39.62,California,Whittier
19.02,Florida,Titusville
193.87,Florida,Titusville
155.51,Tennessee,Bristol
1812.52,Indiana,Kokomo
197.28,Indiana,Lafayette
701.44,Indiana,Lafayette
24.54,Maryland,Essex
60.94,Illinois,Franklin Park
22,Illinois,Franklin Park
84.99,Massachusetts,Bridgewater
31.18,California,Granite Bay
192.3,Kansas,Wichita
748.1,Kansas,Wichita
239.97,Texas,College Station
690.61,California,Gilroy
88.85,Illinois,Lake In The Hills
844.95,New Hampshire,Goffstown
63.59,New Jersey,West Orange
66.74,Rhode Island,Pawtucket
1282.67,Vermont,South Burlington
179.52,Illinois,Collinsville
39.94,Arizona,Chandler
99.56,Idaho,Rexburg
131.45,Maryland,Reisterstown
10.91,California,Brentwood
642.57,California,Brentwood
60.24,Texas,Frisco
1053.89,New York,Ithaca
639.75,California,Whittier
1177.81,Indiana,East Chicago
1710.94,Texas,Cloverleaf
101.41,Kentucky,Nicholasville
48.58,Oregon,Salem
563.93,Virginia,Lynchburg
2136.68,Virginia,Lynchburg
2128.8,Nebraska,North Platte
26.66,Florida,Port Charlotte
29.55,Florida,Port Charlotte
1237.4,Florida,Port Charlotte
1240.3,Ohio,Lakewood
424,Ohio,Lakewood
25.38,Florida,Miami
43.46,Florida,Miami
215.36,California,Oxnard
41.41,Nebraska,Columbus
14.89,Washington,Marysville
98.97,Texas,Laredo
38.82,Texas,League City
1508.67,Colorado,Grand Junction
34.32,Kansas,Derby
392.45,Kansas,Derby
92.29,Idaho,Idaho Falls
82.29,Idaho,Idaho Falls
87.29,Ohio,Austintown
3995.25,Ohio,Austintown
114.75,California,San Gabriel
21.59,California,San Gabriel
264.34,Maryland,Randallstown
122.49,Oregon,Lake Oswego
15.51,Oregon,Lake Oswego
9.72,New York,Brooklyn
115.22,New York,Brooklyn
198.02,New Mexico,Roswell
73.1,California,Rancho Cucamonga
47.95,California,Redding
76.77,California,Redlands
2346.13,California,Redlands
858.94,Florida,Hialeah
989.22,Florida,Hialeah
568.85,South Carolina,Rock Hill
14.66,Florida,Port Orange
594.18,Texas,Grapevine
158.99,Michigan,Eastpointe
15.85,New York,Schenectady
47.99,New York,Schenectady
64.32,Missouri,Webster Groves
69.66,Georgia,Macon
514.79,Indiana,Highland
23.08,Massachusetts,North Pembroke
140.63,California,San Mateo
135.02,West Virginia,Morgantown
537.43,Kansas,Pittsburg
297.87,Mississippi,Jackson
139.39,Mississippi,Jackson
37.89,Ohio,Lima
229.58,Arkansas,Hot Springs
324.62,Arkansas,Hot Springs
1500,New Hampshire,Dover
3103.28,Vermont,Essex Junction
276.24,California,Menlo Park
44.8,New York,Cohoes
200.29,South Carolina,Charleston
6.82,South Carolina,Charleston
1304.68,Ohio,Xenia
504.44,New Hampshire,Dover
51.52,Maine,Sanford
326.03,Wisconsin,Neenah
16.76,Michigan,Jackson
49.61,Nebraska,Bellevue
35.14,Texas,Waxahachie
412.08,Indiana,Columbus
168.44,Tennessee,Farragut
293.1,Florida,Deland
368.66,Illinois,Vernon Hills
5.57,Arizona,Casas Adobes
38.89,Ohio,Parma
45.12,Ohio,Parma
90.45,Ohio,Parma
323.42,California,Manhattan Beach
27.11,Indiana,Schererville
4631.59,Virginia,Richmond
33.02,Florida,Hialeah
2273.1,Florida,Hialeah
14.02,Maryland,Rockville
85.22,Maryland,Saint Charles
19.79,Kentucky,Georgetown
956.6,Illinois,Franklin Park
221.24,Illinois,Skokie
551.51,Michigan,East Lansing
142.79,Michigan,East Lansing
51.72,Rhode Island,Newport
40.37,Massachusetts,Winthrop
81.12,Pennsylvania,King of Prussia
11.05,Ohio,Berea
38.75,Wisconsin,Brookfield
8.61,Washington,Pasco
63.31,Maine,Gorham
3749.02,Connecticut,Meriden
2014.57,New Jersey,Passaic
96.96,Minnesota,Edina
1432.3,Vermont,Bennington
23.82,California,Paradise
28.95,Wisconsin,Sheboygan
48.51,Wisconsin,Sheboygan
25.39,Utah,Kearns
635.06,Alabama,Prattville
20.61,Alabama,Prattville
42.01,Missouri,Kirkwood
17.37,Minnesota,Moorhead
305.69,Minnesota,Moorhead
947.24,Minnesota,Moorhead
246.2,Oregon,Portland
562.12,New York,Schenectady
28.91,California,Coachella
200.16,California,Coachella
207.86,Arizona,Sierra Vista
291.4,Virginia,Newport News
154.84,Missouri,University City
55.48,Ohio,Shaker Heights
101.74,California,Petaluma
134.75,California,Petaluma
84.52,California,Petaluma
647.02,Wyoming,Rock Springs
204.82,Wyoming,Rock Springs
164.05,New Jersey,Edison
70.07,Massachusetts,Worcester
404.69,Indiana,Frankfort
1779.87,North Carolina,Thomasville
53.42,North Carolina,Thomasville
5504.64,Florida,Daytona Beach
8.84,Louisiana,New Orleans
614.13,Florida,Sarasota
271.56,California,Pacifica
202.57,Florida,Palm Coast
39.97,Florida,Palm Coast
12924.23,Arizona,Kingman
8.65,Tennessee,Franklin
1891.19,Georgia,Hinesville
62,Mississippi,Long Beach
416.73,South Carolina,Mauldin
113.92,Louisiana,Shreveport
171.38,Louisiana,Shreveport
81.25,Louisiana,Slidell
1400.53,Vermont,Burlington
48.16,Illinois,Champaign
8147.53,Texas,Lake Jackson
198.5,New York,Depew
123.18,Virginia,Alexandria
8780.48,Ohio,Kent
9922.85,Ohio,Kent
121.6,Minnesota,Saint Cloud
2810.83,Georgia,Tucker
1214.03,Texas,Burleson
269.61,Kansas,Hays
65.75,Kansas,Hays
1096.62,Ohio,Lima
276.76,Arkansas,Bella Vista
241.91,Arkansas,Bella Vista
125.35,Wisconsin,Janesville
951.56,Idaho,Eagle
817.2,Connecticut,Hamden
32.2,Oklahoma,Bartlesville
1449.61,New Mexico,Albuquerque
66.32,New Mexico,Roswell
38.04,Louisiana,Bossier City
42.53,Louisiana,Bossier City
13327.5,Minnesota,Roseville
52.21,Texas,Sulphur Springs
55.68,Texas,Sulphur Springs
32.38,Washington,Wenatchee
355.92,Illinois,Urbana
161.18,Illinois,Urbana
36.07,Alabama,Bessemer
33.3,Alabama,Bessemer
236.83,South Carolina,Charleston
112.49,South Carolina,Charleston
1944.87,South Carolina,Charleston
670.9,Maryland,Annapolis
16.3,New Jersey,Paterson
175.59,Massachusetts,Westford
117.83,Arkansas,Benton
2138.53,Arkansas,Benton
286.59,New Jersey,Clifton
589.97,Massachusetts,Hingham
706.22,Connecticut,Bridgeport
38.65,New York,West Seneca
1196.18,Missouri,Kirkwood
27.85,Kansas,Olathe
171.51,Texas,Bryan
267.44,Texas,Burleson
499.31,Texas,Burleson
1377.7,Texas,Burleson
423.57,Pennsylvania,Upper Saint Clair
51.5,California,Long Beach
714.54,California,Long Beach
1493.32,South Carolina,Taylors
2040.1,South Carolina,Taylors
136.23,Texas,Sulphur Springs
513.33,Georgia,Macon
27.83,Oregon,Portland
48.02,Louisiana,Alexandria
